id,room,temperature,created_at
31483,A,24.89,2025-04-20 07:30:00
31484,B,24.18,2025-04-20 07:30:00
31485,C,24.19,2025-04-20 07:30:00
31486,A,23.62,2025-04-20 07:45:00
31487,B,21.2,2025-04-20 07:45:00
31488,C,25.07,2025-04-20 07:45:00
31489,A,24.74,2025-04-20 08:00:00
31490,B,22.24,2025-04-20 08:00:00
31491,C,23.76,2025-04-20 08:00:00
31492,A,25.26,2025-04-20 08:15:00
31493,B,24.79,2025-04-20 08:15:00
31494,C,25.34,2025-04-20 08:15:00
31495,A,24.27,2025-04-20 08:30:00
31496,B,22.03,2025-04-20 08:30:00
31497,C,24.63,2025-04-20 08:30:00
31498,A,23.35,2025-04-20 08:45:00
31499,B,21.72,2025-04-20 08:45:00
31500,C,24.5,2025-04-20 08:45:00
31501,A,23.86,2025-04-20 09:00:00
31502,B,24.17,2025-04-20 09:00:00
31503,C,24.66,2025-04-20 09:00:00
31504,A,22.06,2025-04-20 09:15:00
31505,B,23.59,2025-04-20 09:15:00
31506,C,24.38,2025-04-20 09:15:00
31507,A,25.4,2025-04-20 09:30:00
31508,B,22.79,2025-04-20 09:30:00
31509,C,25.83,2025-04-20 09:30:00
31510,A,25.46,2025-04-20 09:45:00
31511,B,24.43,2025-04-20 09:45:00
31512,C,25.35,2025-04-20 09:45:00
31513,A,24.23,2025-04-20 10:00:00
31514,B,18.16,2025-04-20 10:00:00
31515,C,24.32,2025-04-20 10:00:00
31516,A,23.71,2025-04-20 10:15:00
31517,B,22.33,2025-04-20 10:15:00
31518,C,25.04,2025-04-20 10:15:00
31519,A,22.5,2025-04-20 10:30:00
31520,B,22.16,2025-04-20 10:30:00
31521,C,24.49,2025-04-20 10:30:00
31522,A,23.65,2025-04-20 10:45:00
31523,B,23.59,2025-04-20 10:45:00
31524,C,23.11,2025-04-20 10:45:00
31525,A,22.46,2025-04-20 11:00:00
31526,B,22.13,2025-04-20 11:00:00
31527,C,24.11,2025-04-20 11:00:00
31528,A,25.75,2025-04-20 11:15:00
31529,B,23.48,2025-04-20 11:15:00
31530,C,25.2,2025-04-20 11:15:00
31531,A,24.19,2025-04-20 11:30:00
31532,B,21.35,2025-04-20 11:30:00
31533,C,23.87,2025-04-20 11:30:00
31534,A,25.83,2025-04-20 11:45:00
31535,B,23.99,2025-04-20 11:45:00
31536,C,23.24,2025-04-20 11:45:00
31537,A,25.88,2025-04-20 12:00:00
31538,B,20.31,2025-04-20 12:00:00
31539,C,22.51,2025-04-20 12:00:00
31540,A,24.33,2025-04-20 12:15:00
31541,B,21.49,2025-04-20 12:15:00
31542,C,22.72,2025-04-20 12:15:00
31543,A,22.85,2025-04-20 12:30:00
31544,B,23.15,2025-04-20 12:30:00
31545,C,23.73,2025-04-20 12:30:00
31546,A,22.72,2025-04-20 12:45:00
31547,B,21.28,2025-04-20 12:45:00
31548,C,24.62,2025-04-20 12:45:00
31549,A,20.72,2025-04-20 13:00:00
31550,B,24.65,2025-04-20 13:00:00
31551,C,22.33,2025-04-20 13:00:00
31552,A,21.56,2025-04-20 13:15:00
31553,B,23.46,2025-04-20 13:15:00
31554,C,23.78,2025-04-20 13:15:00
31555,A,23.05,2025-04-20 13:30:00
31556,B,20.55,2025-04-20 13:30:00
31557,C,23.98,2025-04-20 13:30:00
31558,A,23.76,2025-04-20 13:45:00
31559,B,21.73,2025-04-20 13:45:00
31560,C,24.72,2025-04-20 13:45:00
31561,A,21.54,2025-04-20 14:00:00
31562,B,20.6,2025-04-20 14:00:00
31563,C,24.25,2025-04-20 14:00:00
31564,A,23.48,2025-04-20 14:15:00
31565,B,19.13,2025-04-20 14:15:00
31566,C,23.89,2025-04-20 14:15:00
31567,A,22.27,2025-04-20 14:30:00
31568,B,19.97,2025-04-20 14:30:00
31569,C,24.68,2025-04-20 14:30:00
31570,A,21.99,2025-04-20 14:45:00
31571,B,24.09,2025-04-20 14:45:00
31572,C,22.95,2025-04-20 14:45:00
31573,A,21.99,2025-04-20 15:00:00
31574,B,21.13,2025-04-20 15:00:00
31575,C,23.6,2025-04-20 15:00:00
31576,A,24.51,2025-04-20 15:15:00
31577,B,18.68,2025-04-20 15:15:00
31578,C,22.99,2025-04-20 15:15:00
31579,A,24.73,2025-04-20 15:30:00
31580,B,21.05,2025-04-20 15:30:00
31581,C,23.25,2025-04-20 15:30:00
31582,A,22.5,2025-04-20 15:45:00
31583,B,19.4,2025-04-20 15:45:00
31584,C,23.79,2025-04-20 15:45:00
31585,A,23.48,2025-04-20 16:00:00
31586,B,21.3,2025-04-20 16:00:00
31587,C,23.01,2025-04-20 16:00:00
31588,A,22.0,2025-04-20 16:15:00
31589,B,20.63,2025-04-20 16:15:00
31590,C,21.94,2025-04-20 16:15:00
31591,A,25.71,2025-04-20 16:30:00
31592,B,21.16,2025-04-20 16:30:00
31593,C,22.84,2025-04-20 16:30:00
31594,A,20.71,2025-04-20 16:45:00
31595,B,18.85,2025-04-20 16:45:00
31596,C,22.59,2025-04-20 16:45:00
31597,A,24.01,2025-04-20 17:00:00
31598,B,19.92,2025-04-20 17:00:00
31599,C,22.27,2025-04-20 17:00:00
31600,A,22.72,2025-04-20 17:15:00
31601,B,21.75,2025-04-20 17:15:00
31602,C,23.47,2025-04-20 17:15:00
31603,A,23.53,2025-04-20 17:30:00
31604,B,21.98,2025-04-20 17:30:00
31605,C,22.41,2025-04-20 17:30:00
31606,A,22.65,2025-04-20 17:45:00
31607,B,19.77,2025-04-20 17:45:00
31608,C,23.24,2025-04-20 17:45:00
31609,A,20.57,2025-04-20 18:00:00
31610,B,23.62,2025-04-20 18:00:00
31611,C,23.03,2025-04-20 18:00:00
31612,A,21.62,2025-04-20 18:15:00
31613,B,17.75,2025-04-20 18:15:00
31614,C,21.88,2025-04-20 18:15:00
31615,A,22.87,2025-04-20 18:30:00
31616,B,21.85,2025-04-20 18:30:00
31617,C,22.05,2025-04-20 18:30:00
31618,A,22.68,2025-04-20 18:45:00
31619,B,21.26,2025-04-20 18:45:00
31620,C,24.51,2025-04-20 18:45:00
31621,A,22.32,2025-04-20 19:00:00
31622,B,21.18,2025-04-20 19:00:00
31623,C,23.42,2025-04-20 19:00:00
31624,A,21.42,2025-04-20 19:15:00
31625,B,23.53,2025-04-20 19:15:00
31626,C,23.91,2025-04-20 19:15:00
31627,A,21.28,2025-04-20 19:30:00
31628,B,23.29,2025-04-20 19:30:00
31629,C,23.93,2025-04-20 19:30:00
31630,A,23.81,2025-04-20 19:45:00
31631,B,22.76,2025-04-20 19:45:00
31632,C,22.26,2025-04-20 19:45:00
31633,A,24.89,2025-04-20 20:00:00
31634,B,19.65,2025-04-20 20:00:00
31635,C,23.59,2025-04-20 20:00:00
31636,A,24.05,2025-04-20 20:15:00
31637,B,18.84,2025-04-20 20:15:00
31638,C,23.02,2025-04-20 20:15:00
31639,A,25.49,2025-04-20 20:30:00
31640,B,18.25,2025-04-20 20:30:00
31641,C,22.73,2025-04-20 20:30:00
31642,A,23.02,2025-04-20 20:45:00
31643,B,21.12,2025-04-20 20:45:00
31644,C,21.36,2025-04-20 20:45:00
31645,A,23.73,2025-04-20 21:00:00
31646,B,18.95,2025-04-20 21:00:00
31647,C,23.39,2025-04-20 21:00:00
31648,A,22.85,2025-04-20 21:15:00
31649,B,19.9,2025-04-20 21:15:00
31650,C,23.15,2025-04-20 21:15:00
31651,A,22.26,2025-04-20 21:30:00
31652,B,21.46,2025-04-20 21:30:00
31653,C,24.19,2025-04-20 21:30:00
31654,A,25.98,2025-04-20 21:45:00
31655,B,21.39,2025-04-20 21:45:00
31656,C,23.18,2025-04-20 21:45:00
31657,A,24.23,2025-04-20 22:00:00
31658,B,22.28,2025-04-20 22:00:00
31659,C,23.22,2025-04-20 22:00:00
31660,A,20.24,2025-04-20 22:15:00
31661,B,19.96,2025-04-20 22:15:00
31662,C,23.19,2025-04-20 22:15:00
31663,A,24.5,2025-04-20 22:30:00
31664,B,22.72,2025-04-20 22:30:00
31665,C,23.5,2025-04-20 22:30:00
31666,A,24.52,2025-04-20 22:45:00
31667,B,22.7,2025-04-20 22:45:00
31668,C,24.42,2025-04-20 22:45:00
31669,A,21.91,2025-04-20 23:00:00
31670,B,19.99,2025-04-20 23:00:00
31671,C,24.05,2025-04-20 23:00:00
31672,A,21.68,2025-04-20 23:15:00
31673,B,19.8,2025-04-20 23:15:00
31674,C,23.27,2025-04-20 23:15:00
31675,A,23.02,2025-04-20 23:30:00
31676,B,25.17,2025-04-20 23:30:00
31677,C,24.55,2025-04-20 23:30:00
31678,A,25.12,2025-04-20 23:45:00
31679,B,19.92,2025-04-20 23:45:00
31680,C,25.06,2025-04-20 23:45:00
31681,A,23.29,2025-04-21 00:00:00
31682,B,21.12,2025-04-21 00:00:00
31683,C,23.4,2025-04-21 00:00:00
31684,A,21.81,2025-04-21 00:15:00
31685,B,19.78,2025-04-21 00:15:00
31686,C,24.11,2025-04-21 00:15:00
31687,A,23.1,2025-04-21 00:30:00
31688,B,22.03,2025-04-21 00:30:00
31689,C,24.08,2025-04-21 00:30:00
31690,A,23.89,2025-04-21 00:45:00
31691,B,19.78,2025-04-21 00:45:00
31692,C,23.92,2025-04-21 00:45:00
31693,A,22.94,2025-04-21 01:00:00
31694,B,20.09,2025-04-21 01:00:00
31695,C,25.73,2025-04-21 01:00:00
31696,A,21.67,2025-04-21 01:15:00
31697,B,23.29,2025-04-21 01:15:00
31698,C,25.4,2025-04-21 01:15:00
31699,A,21.17,2025-04-21 01:30:00
31700,B,22.45,2025-04-21 01:30:00
31701,C,25.16,2025-04-21 01:30:00
31702,A,21.67,2025-04-21 01:45:00
31703,B,22.04,2025-04-21 01:45:00
31704,C,23.27,2025-04-21 01:45:00
31705,A,24.63,2025-04-21 02:00:00
31706,B,21.64,2025-04-21 02:00:00
31707,C,22.51,2025-04-21 02:00:00
31708,A,24.63,2025-04-21 02:15:00
31709,B,20.82,2025-04-21 02:15:00
31710,C,25.76,2025-04-21 02:15:00
31711,A,24.01,2025-04-21 02:30:00
31712,B,22.0,2025-04-21 02:30:00
31713,C,24.31,2025-04-21 02:30:00
31714,A,23.68,2025-04-21 02:45:00
31715,B,23.58,2025-04-21 02:45:00
31716,C,25.88,2025-04-21 02:45:00
31717,A,24.62,2025-04-21 03:00:00
31718,B,21.54,2025-04-21 03:00:00
31719,C,24.81,2025-04-21 03:00:00
31720,A,23.21,2025-04-21 03:15:00
31721,B,19.77,2025-04-21 03:15:00
31722,C,23.89,2025-04-21 03:15:00
31723,A,25.51,2025-04-21 03:30:00
31724,B,21.75,2025-04-21 03:30:00
31725,C,25.86,2025-04-21 03:30:00
31726,A,23.59,2025-04-21 03:45:00
31727,B,23.14,2025-04-21 03:45:00
31728,C,25.2,2025-04-21 03:45:00
31729,A,25.15,2025-04-21 04:00:00
31730,B,25.1,2025-04-21 04:00:00
31731,C,22.6,2025-04-21 04:00:00
31732,A,25.61,2025-04-21 04:15:00
31733,B,22.87,2025-04-21 04:15:00
31734,C,25.54,2025-04-21 04:15:00
31735,A,23.55,2025-04-21 04:30:00
31736,B,23.34,2025-04-21 04:30:00
31737,C,25.01,2025-04-21 04:30:00
31738,A,24.34,2025-04-21 04:45:00
31739,B,22.77,2025-04-21 04:45:00
31740,C,25.48,2025-04-21 04:45:00
31741,A,25.59,2025-04-21 05:00:00
31742,B,23.32,2025-04-21 05:00:00
31743,C,24.93,2025-04-21 05:00:00
31744,A,23.88,2025-04-21 05:15:00
31745,B,20.71,2025-04-21 05:15:00
31746,C,23.58,2025-04-21 05:15:00
31747,A,23.29,2025-04-21 05:30:00
31748,B,23.19,2025-04-21 05:30:00
31749,C,25.33,2025-04-21 05:30:00
31750,A,25.46,2025-04-21 05:45:00
31751,B,23.23,2025-04-21 05:45:00
31752,C,24.8,2025-04-21 05:45:00
31753,A,26.56,2025-04-21 06:00:00
31754,B,22.27,2025-04-21 06:00:00
31755,C,24.3,2025-04-21 06:00:00
31756,A,25.27,2025-04-21 06:15:00
31757,B,22.02,2025-04-21 06:15:00
31758,C,25.17,2025-04-21 06:15:00
31759,A,23.5,2025-04-21 06:30:00
31760,B,24.77,2025-04-21 06:30:00
31761,C,24.82,2025-04-21 06:30:00
31762,A,22.09,2025-04-21 06:45:00
31763,B,21.25,2025-04-21 06:45:00
31764,C,25.57,2025-04-21 06:45:00
31765,A,26.03,2025-04-21 07:00:00
31766,B,22.92,2025-04-21 07:00:00
31767,C,26.09,2025-04-21 07:00:00
31768,A,26.82,2025-04-21 07:15:00
31769,B,24.62,2025-04-21 07:15:00
31770,C,24.24,2025-04-21 07:15:00
31771,A,24.83,2025-04-21 07:30:00
31772,B,25.98,2025-04-21 07:30:00
31773,C,23.33,2025-04-21 07:30:00
31774,A,23.94,2025-04-21 07:45:00
31775,B,23.92,2025-04-21 07:45:00
31776,C,24.1,2025-04-21 07:45:00
31777,A,23.67,2025-04-21 08:00:00
31778,B,25.51,2025-04-21 08:00:00
31779,C,25.2,2025-04-21 08:00:00
31780,A,21.96,2025-04-21 08:15:00
31781,B,20.65,2025-04-21 08:15:00
31782,C,24.67,2025-04-21 08:15:00
31783,A,23.65,2025-04-21 08:30:00
31784,B,22.86,2025-04-21 08:30:00
31785,C,25.38,2025-04-21 08:30:00
31786,A,24.97,2025-04-21 08:45:00
31787,B,22.44,2025-04-21 08:45:00
31788,C,25.26,2025-04-21 08:45:00
31789,A,25.18,2025-04-21 09:00:00
31790,B,21.87,2025-04-21 09:00:00
31791,C,24.56,2025-04-21 09:00:00
31792,A,25.43,2025-04-21 09:15:00
31793,B,25.34,2025-04-21 09:15:00
31794,C,25.39,2025-04-21 09:15:00
31795,A,25.57,2025-04-21 09:30:00
31796,B,21.06,2025-04-21 09:30:00
31797,C,25.4,2025-04-21 09:30:00
31798,A,24.09,2025-04-21 09:45:00
31799,B,22.63,2025-04-21 09:45:00
31800,C,23.72,2025-04-21 09:45:00
31801,A,23.3,2025-04-21 10:00:00
31802,B,24.77,2025-04-21 10:00:00
31803,C,24.81,2025-04-21 10:00:00
31804,A,25.31,2025-04-21 10:15:00
31805,B,21.74,2025-04-21 10:15:00
31806,C,24.19,2025-04-21 10:15:00
31807,A,23.38,2025-04-21 10:30:00
31808,B,24.22,2025-04-21 10:30:00
31809,C,25.07,2025-04-21 10:30:00
31810,A,24.62,2025-04-21 10:45:00
31811,B,23.78,2025-04-21 10:45:00
31812,C,23.39,2025-04-21 10:45:00
31813,A,24.71,2025-04-21 11:00:00
31814,B,21.9,2025-04-21 11:00:00
31815,C,24.67,2025-04-21 11:00:00
31816,A,20.79,2025-04-21 11:15:00
31817,B,19.1,2025-04-21 11:15:00
31818,C,23.84,2025-04-21 11:15:00
31819,A,23.28,2025-04-21 11:30:00
31820,B,24.7,2025-04-21 11:30:00
31821,C,23.92,2025-04-21 11:30:00
31822,A,22.86,2025-04-21 11:45:00
31823,B,22.83,2025-04-21 11:45:00
31824,C,25.47,2025-04-21 11:45:00
31825,A,22.81,2025-04-21 12:00:00
31826,B,21.91,2025-04-21 12:00:00
31827,C,24.84,2025-04-21 12:00:00
31828,A,22.47,2025-04-21 12:15:00
31829,B,21.56,2025-04-21 12:15:00
31830,C,23.95,2025-04-21 12:15:00
31831,A,22.1,2025-04-21 12:30:00
31832,B,23.02,2025-04-21 12:30:00
31833,C,24.43,2025-04-21 12:30:00
31834,A,20.05,2025-04-21 12:45:00
31835,B,21.36,2025-04-21 12:45:00
31836,C,24.9,2025-04-21 12:45:00
31837,A,22.52,2025-04-21 13:00:00
31838,B,20.93,2025-04-21 13:00:00
31839,C,22.89,2025-04-21 13:00:00
31840,A,22.56,2025-04-21 13:15:00
31841,B,23.86,2025-04-21 13:15:00
31842,C,23.81,2025-04-21 13:15:00
31843,A,24.13,2025-04-21 13:30:00
31844,B,22.71,2025-04-21 13:30:00
31845,C,26.08,2025-04-21 13:30:00
31846,A,22.15,2025-04-21 13:45:00
31847,B,19.15,2025-04-21 13:45:00
31848,C,22.87,2025-04-21 13:45:00
31849,A,20.69,2025-04-21 14:00:00
31850,B,19.64,2025-04-21 14:00:00
31851,C,23.06,2025-04-21 14:00:00
31852,A,22.74,2025-04-21 14:15:00
31853,B,20.66,2025-04-21 14:15:00
31854,C,23.77,2025-04-21 14:15:00
31855,A,21.78,2025-04-21 14:30:00
31856,B,23.31,2025-04-21 14:30:00
31857,C,22.47,2025-04-21 14:30:00
31858,A,21.97,2025-04-21 14:45:00
31859,B,22.57,2025-04-21 14:45:00
31860,C,23.31,2025-04-21 14:45:00
31861,A,24.91,2025-04-21 15:00:00
31862,B,22.49,2025-04-21 15:00:00
31863,C,22.43,2025-04-21 15:00:00
31864,A,22.09,2025-04-21 15:15:00
31865,B,22.16,2025-04-21 15:15:00
31866,C,24.61,2025-04-21 15:15:00
31867,A,22.45,2025-04-21 15:30:00
31868,B,20.22,2025-04-21 15:30:00
31869,C,23.75,2025-04-21 15:30:00
31870,A,21.87,2025-04-21 15:45:00
31871,B,21.62,2025-04-21 15:45:00
31872,C,23.15,2025-04-21 15:45:00
31873,A,23.49,2025-04-21 16:00:00
31874,B,17.37,2025-04-21 16:00:00
31875,C,22.12,2025-04-21 16:00:00
31876,A,20.82,2025-04-21 16:15:00
31877,B,20.79,2025-04-21 16:15:00
31878,C,22.3,2025-04-21 16:15:00
31879,A,21.84,2025-04-21 16:30:00
31880,B,21.68,2025-04-21 16:30:00
31881,C,22.39,2025-04-21 16:30:00
31882,A,22.04,2025-04-21 16:45:00
31883,B,24.68,2025-04-21 16:45:00
31884,C,22.92,2025-04-21 16:45:00
31885,A,22.31,2025-04-21 17:00:00
31886,B,19.6,2025-04-21 17:00:00
31887,C,21.43,2025-04-21 17:00:00
31888,A,23.98,2025-04-21 17:15:00
31889,B,18.7,2025-04-21 17:15:00
31890,C,22.09,2025-04-21 17:15:00
31891,A,20.59,2025-04-21 17:30:00
31892,B,20.22,2025-04-21 17:30:00
31893,C,21.96,2025-04-21 17:30:00
31894,A,24.17,2025-04-21 17:45:00
31895,B,21.33,2025-04-21 17:45:00
31896,C,21.27,2025-04-21 17:45:00
31897,A,20.9,2025-04-21 18:00:00
31898,B,21.85,2025-04-21 18:00:00
31899,C,23.05,2025-04-21 18:00:00
31900,A,21.98,2025-04-21 18:15:00
31901,B,22.35,2025-04-21 18:15:00
31902,C,23.34,2025-04-21 18:15:00
31903,A,19.47,2025-04-21 18:30:00
31904,B,22.46,2025-04-21 18:30:00
31905,C,22.45,2025-04-21 18:30:00
31906,A,22.22,2025-04-21 18:45:00
31907,B,21.34,2025-04-21 18:45:00
31908,C,24.54,2025-04-21 18:45:00
31909,A,22.04,2025-04-21 19:00:00
31910,B,19.08,2025-04-21 19:00:00
31911,C,23.97,2025-04-21 19:00:00
31912,A,21.24,2025-04-21 19:15:00
31913,B,20.09,2025-04-21 19:15:00
31914,C,23.04,2025-04-21 19:15:00
31915,A,22.85,2025-04-21 19:30:00
31916,B,21.15,2025-04-21 19:30:00
31917,C,23.79,2025-04-21 19:30:00
31918,A,22.44,2025-04-21 19:45:00
31919,B,20.25,2025-04-21 19:45:00
31920,C,24.46,2025-04-21 19:45:00
31921,A,21.32,2025-04-21 20:00:00
31922,B,22.83,2025-04-21 20:00:00
31923,C,23.29,2025-04-21 20:00:00
31924,A,23.29,2025-04-21 20:15:00
31925,B,22.11,2025-04-21 20:15:00
31926,C,22.8,2025-04-21 20:15:00
31927,A,20.89,2025-04-21 20:30:00
31928,B,20.99,2025-04-21 20:30:00
31929,C,22.42,2025-04-21 20:30:00
31930,A,20.6,2025-04-21 20:45:00
31931,B,20.9,2025-04-21 20:45:00
31932,C,22.78,2025-04-21 20:45:00
31933,A,23.62,2025-04-21 21:00:00
31934,B,21.73,2025-04-21 21:00:00
31935,C,25.39,2025-04-21 21:00:00
31936,A,22.63,2025-04-21 21:15:00
31937,B,22.06,2025-04-21 21:15:00
31938,C,23.05,2025-04-21 21:15:00
31939,A,23.36,2025-04-21 21:30:00
31940,B,21.82,2025-04-21 21:30:00
31941,C,24.81,2025-04-21 21:30:00
31942,A,21.51,2025-04-21 21:45:00
31943,B,23.46,2025-04-21 21:45:00
31944,C,23.3,2025-04-21 21:45:00
31945,A,23.54,2025-04-21 22:00:00
31946,B,21.24,2025-04-21 22:00:00
31947,C,23.34,2025-04-21 22:00:00
31948,A,24.92,2025-04-21 22:15:00
31949,B,21.69,2025-04-21 22:15:00
31950,C,23.77,2025-04-21 22:15:00
31951,A,22.38,2025-04-21 22:30:00
31952,B,23.77,2025-04-21 22:30:00
31953,C,23.11,2025-04-21 22:30:00
31954,A,24.02,2025-04-21 22:45:00
31955,B,20.51,2025-04-21 22:45:00
31956,C,25.0,2025-04-21 22:45:00
31957,A,21.97,2025-04-21 23:00:00
31958,B,22.39,2025-04-21 23:00:00
31959,C,23.66,2025-04-21 23:00:00
31960,A,22.91,2025-04-21 23:15:00
31961,B,24.22,2025-04-21 23:15:00
31962,C,22.09,2025-04-21 23:15:00
31963,A,22.72,2025-04-21 23:30:00
31964,B,19.01,2025-04-21 23:30:00
31965,C,24.36,2025-04-21 23:30:00
31966,A,24.04,2025-04-21 23:45:00
31967,B,17.61,2025-04-21 23:45:00
31968,C,23.24,2025-04-21 23:45:00
31969,A,25.34,2025-04-22 00:00:00
31970,B,22.72,2025-04-22 00:00:00
31971,C,25.59,2025-04-22 00:00:00
31972,A,20.61,2025-04-22 00:15:00
31973,B,19.88,2025-04-22 00:15:00
31974,C,24.31,2025-04-22 00:15:00
31975,A,23.02,2025-04-22 00:30:00
31976,B,20.13,2025-04-22 00:30:00
31977,C,24.09,2025-04-22 00:30:00
31978,A,20.81,2025-04-22 00:45:00
31979,B,22.32,2025-04-22 00:45:00
31980,C,23.19,2025-04-22 00:45:00
31981,A,25.43,2025-04-22 01:00:00
31982,B,21.3,2025-04-22 01:00:00
31983,C,24.58,2025-04-22 01:00:00
31984,A,22.08,2025-04-22 01:15:00
31985,B,23.31,2025-04-22 01:15:00
31986,C,23.99,2025-04-22 01:15:00
31987,A,23.88,2025-04-22 01:30:00
31988,B,22.33,2025-04-22 01:30:00
31989,C,23.08,2025-04-22 01:30:00
31990,A,21.64,2025-04-22 01:45:00
31991,B,23.69,2025-04-22 01:45:00
31992,C,23.93,2025-04-22 01:45:00
31993,A,24.29,2025-04-22 02:00:00
31994,B,18.48,2025-04-22 02:00:00
31995,C,25.01,2025-04-22 02:00:00
31996,A,24.52,2025-04-22 02:15:00
31997,B,25.24,2025-04-22 02:15:00
31998,C,25.56,2025-04-22 02:15:00
31999,A,25.9,2025-04-22 02:30:00
32000,B,19.87,2025-04-22 02:30:00
32001,C,24.49,2025-04-22 02:30:00
32002,A,25.52,2025-04-22 02:45:00
32003,B,23.98,2025-04-22 02:45:00
32004,C,23.75,2025-04-22 02:45:00
32005,A,25.88,2025-04-22 03:00:00
32006,B,18.15,2025-04-22 03:00:00
32007,C,26.33,2025-04-22 03:00:00
32008,A,23.95,2025-04-22 03:15:00
32009,B,21.93,2025-04-22 03:15:00
32010,C,23.85,2025-04-22 03:15:00
32011,A,27.45,2025-04-22 03:30:00
32012,B,22.23,2025-04-22 03:30:00
32013,C,25.9,2025-04-22 03:30:00
32014,A,23.73,2025-04-22 03:45:00
32015,B,21.74,2025-04-22 03:45:00
32016,C,25.24,2025-04-22 03:45:00
32017,A,25.14,2025-04-22 04:00:00
32018,B,20.17,2025-04-22 04:00:00
32019,C,24.44,2025-04-22 04:00:00
32020,A,24.56,2025-04-22 04:15:00
32021,B,22.18,2025-04-22 04:15:00
32022,C,24.22,2025-04-22 04:15:00
32023,A,21.59,2025-04-22 04:30:00
32024,B,24.14,2025-04-22 04:30:00
32025,C,25.6,2025-04-22 04:30:00
32026,A,23.15,2025-04-22 04:45:00
32027,B,22.76,2025-04-22 04:45:00
32028,C,24.09,2025-04-22 04:45:00
32029,A,22.73,2025-04-22 05:00:00
32030,B,20.75,2025-04-22 05:00:00
32031,C,26.28,2025-04-22 05:00:00
32032,A,24.3,2025-04-22 05:15:00
32033,B,23.87,2025-04-22 05:15:00
32034,C,26.15,2025-04-22 05:15:00
32035,A,25.63,2025-04-22 05:30:00
32036,B,23.22,2025-04-22 05:30:00
32037,C,24.5,2025-04-22 05:30:00
32038,A,25.92,2025-04-22 05:45:00
32039,B,20.83,2025-04-22 05:45:00
32040,C,25.13,2025-04-22 05:45:00
32041,A,25.61,2025-04-22 06:00:00
32042,B,24.99,2025-04-22 06:00:00
32043,C,26.25,2025-04-22 06:00:00
32044,A,25.28,2025-04-22 06:15:00
32045,B,23.96,2025-04-22 06:15:00
32046,C,25.66,2025-04-22 06:15:00
32047,A,24.3,2025-04-22 06:30:00
32048,B,21.98,2025-04-22 06:30:00
32049,C,25.18,2025-04-22 06:30:00
32050,A,22.81,2025-04-22 06:45:00
32051,B,23.73,2025-04-22 06:45:00
32052,C,25.59,2025-04-22 06:45:00
32053,A,23.66,2025-04-22 07:00:00
32054,B,24.63,2025-04-22 07:00:00
32055,C,25.86,2025-04-22 07:00:00
32056,A,24.44,2025-04-22 07:15:00
32057,B,22.56,2025-04-22 07:15:00
32058,C,24.61,2025-04-22 07:15:00
32059,A,24.95,2025-04-22 07:30:00
32060,B,24.65,2025-04-22 07:30:00
32061,C,25.34,2025-04-22 07:30:00
32062,A,24.82,2025-04-22 07:45:00
32063,B,22.29,2025-04-22 07:45:00
32064,C,26.47,2025-04-22 07:45:00
32065,A,22.79,2025-04-22 08:00:00
32066,B,21.44,2025-04-22 08:00:00
32067,C,25.48,2025-04-22 08:00:00
32068,A,23.68,2025-04-22 08:15:00
32069,B,23.17,2025-04-22 08:15:00
32070,C,24.92,2025-04-22 08:15:00
32071,A,23.52,2025-04-22 08:30:00
32072,B,23.35,2025-04-22 08:30:00
32073,C,24.64,2025-04-22 08:30:00
32074,A,23.04,2025-04-22 08:45:00
32075,B,23.03,2025-04-22 08:45:00
32076,C,24.57,2025-04-22 08:45:00
32077,A,24.32,2025-04-22 09:00:00
32078,B,22.19,2025-04-22 09:00:00
32079,C,22.75,2025-04-22 09:00:00
32080,A,23.31,2025-04-22 09:15:00
32081,B,24.0,2025-04-22 09:15:00
32082,C,24.63,2025-04-22 09:15:00
32083,A,25.16,2025-04-22 09:30:00
32084,B,23.29,2025-04-22 09:30:00
32085,C,24.76,2025-04-22 09:30:00
32086,A,23.66,2025-04-22 09:45:00
32087,B,24.5,2025-04-22 09:45:00
32088,C,23.86,2025-04-22 09:45:00
32089,A,23.52,2025-04-22 10:00:00
32090,B,25.1,2025-04-22 10:00:00
32091,C,23.76,2025-04-22 10:00:00
32092,A,25.07,2025-04-22 10:15:00
32093,B,23.26,2025-04-22 10:15:00
32094,C,23.27,2025-04-22 10:15:00
32095,A,24.39,2025-04-22 10:30:00
32096,B,24.88,2025-04-22 10:30:00
32097,C,24.64,2025-04-22 10:30:00
32098,A,23.72,2025-04-22 10:45:00
32099,B,24.86,2025-04-22 10:45:00
32100,C,24.1,2025-04-22 10:45:00
32101,A,24.17,2025-04-22 11:00:00
32102,B,21.43,2025-04-22 11:00:00
32103,C,22.33,2025-04-22 11:00:00
32104,A,22.97,2025-04-22 11:15:00
32105,B,22.39,2025-04-22 11:15:00
32106,C,24.82,2025-04-22 11:15:00
32107,A,25.96,2025-04-22 11:30:00
32108,B,19.23,2025-04-22 11:30:00
32109,C,23.71,2025-04-22 11:30:00
32110,A,24.28,2025-04-22 11:45:00
32111,B,20.42,2025-04-22 11:45:00
32112,C,24.53,2025-04-22 11:45:00
32113,A,21.67,2025-04-22 12:00:00
32114,B,19.89,2025-04-22 12:00:00
32115,C,23.17,2025-04-22 12:00:00
32116,A,22.37,2025-04-22 12:15:00
32117,B,26.24,2025-04-22 12:15:00
